path,sha256,lines,status,notes
legal-clinic/references/plausibility-bands/CA.md,6568bfa105963b5f3aae597c9d53d5f4b3434361bef5f9c5910ae6820272316e,46,assigned,
legal-clinic/skills/client-intake/SKILL.md,9dd87dd113c43bf526755c24e252249dfb697a7fca28e115e87fe561a5a7b7a8,248,assigned,
legal-clinic/skills/client-letter/SKILL.md,33d73f145cc5ab6c6c5dea117030acc3727d60506ff91b08b98eddf28250e370,166,assigned,
legal-clinic/skills/deadlines/SKILL.md,fc5b46ac8cb72cdbd21b59e904e740db5c3d57ba121e5801ca624d21acd69172,173,assigned,
legal-clinic/skills/research-start/SKILL.md,0d6b5fd2f1c53ad988785ec61f58d87e5830d2ed7755f5d6ec681f9c23698593,203,assigned,
legal-clinic/skills/semester-handoff/SKILL.md,01a88f0300be68894b6f8465675079467635b45d6e34cefdfe7728644a37a190,191,assigned,
legal-clinic/skills/supervisor-review-queue/SKILL.md,27432d23f12b0945adcf43a135a85c4f9545ba56576e0830146a07cb20564e47,108,assigned,
litigation-legal/skills/demand-received/SKILL.md,968f73bcf1be2054e92faca2c03974029b5149590e7e4b97bb995e080e0ff382,235,assigned,
litigation-legal/skills/matter-workspace/SKILL.md,4b300a0ac8f9a184ce1b41e67f53f564674046b4fb05ad20061298bb4fd24c97,184,assigned,
managed-agent-cookbooks/README.md,4c6a261ace6048577e27241712a5de6c519357f7dd7209aa1d1c91122b558df6,55,assigned,
managed-agent-cookbooks/docket-watcher/steering-examples.json,cc1e33bf9e238f2772ea949a8b7fb9c27fe7caf01b43a76ea6426248c39d3882,5,assigned,
managed-agent-cookbooks/launch-radar/subagents/risk-classifier.yaml,4ca367ac9f87c66c922f82c66d9a29c49febba185451ebb0be808c5b8030fce8,75,assigned,
managed-agent-cookbooks/reg-monitor/subagents/materiality-filter.yaml,30db9d6d205ca046dcbeb04ffda629ba419d5180ce8552bb74c2495606649bf9,58,assigned,
privacy-legal/.claude-plugin/plugin.json,3683622e2f1fa0c267157ed004a8b3462188e075ce8835de08911bf2c09d62d2,8,assigned,
privacy-legal/skills/customize/SKILL.md,a17a703279b37d6e223ea51c7678975c50bcb03378b010c7bba18f76b02efc0f,101,assigned,
product-legal/skills/is-this-a-problem/SKILL.md,9b09b2aedd7dc3ac0325da30eba0dcab5373d2ff6c1a3466d04d6c1f30b19575,143,assigned,
regulatory-legal/.mcp.json,420fbea84de109ee94025c24251129c5a4d9a280c8c8cd6ea0fcd47180a51f91,23,assigned,
regulatory-legal/skills/comments/SKILL.md,6a319db452147e952103ed5828f3075b2e4ed5a025bd63fe70ca6fb22c9090ca,90,assigned,
regulatory-legal/skills/customize/SKILL.md,2a6126646f053355a52da98b8ca5c75a819c547de6f593feabefdfcefb5f57f4,103,assigned,
regulatory-legal/skills/gap-surfacer/references/comment-tracker.yaml,2d36550cc70d24a21e4172295bb1c1030b1bae4b7931c3b5023d77d4bd020c60,19,assigned,
regulatory-legal/skills/reg-feed-watcher/SKILL.md,95f7100959379bd189ee6155552ab1356a4b40ef0fed1486ef483828275d3869,227,assigned,
regulatory-legal/skills/reg-feed-watcher/references/source-catalog.md,25484ab1db3ec497e0ecd310272617a1dfe728656f0642ce0da303612f651302,157,assigned,
scripts/test-cookbooks.sh,5c787dea7a7418e469d761def810b32f2a3fe3c6fb42f96bb845f90834e4727e,37,assigned,
