path,sha256,lines,status,notes
litigation-legal/skills/claim-chart/SKILL.md,f7ba31454418aadae4f90e3707bcbc907819da8b759e26c3132c915cad5edf04,476,assigned,
litigation-legal/skills/cold-start-interview/SKILL.md,14b252af840e07c4b62bf8681a15c4c29adf9989d522a47f243466b31ee451fe,514,assigned,
litigation-legal/skills/deposition-prep/SKILL.md,e6f350ef3b5262e11266e1cc8986f904854d5ae3fa226b9c77351474d733e5c9,204,assigned,
litigation-legal/skills/legal-hold/SKILL.md,947577483683f30f904938e34c7b1720b7707249fab10d53f6a6b6f3c2db99f2,238,assigned,
litigation-legal/skills/matter-briefing/SKILL.md,2ff4e61199966bc004678757e2c63fa5f2addc2d5997d71770318ced0cb8af5b,109,assigned,
litigation-legal/skills/matter-close/SKILL.md,ed40b400202907f7159321bd080ac63590ac8ffa94fd48b8108709d03696bf3d,130,assigned,
managed-agent-cookbooks/docket-watcher/subagents/docket-reader.yaml,4301955de227ed93166a3a43c38b0d2100045203825dcc5a02feb2644fcae924,59,assigned,
managed-agent-cookbooks/launch-radar/subagents/memo-writer.yaml,4f960df648df38b739cddc294e6dae6376a1f6a5c6cc2088ab61bfa5a6552670,88,assigned,
privacy-legal/CLAUDE.md,d3af985f5f06049f99fc1882ffb20d18b48c8a5c44d9b47246de707c57c375bb,405,assigned,
privacy-legal/references/currency-watch.md,47cc99844b142cb5f100604bd7fad17ada76692effd45e9dad30d1945cbd48bc,39,assigned,
privacy-legal/skills/cold-start-interview/SKILL.md,2412a265ae4d7997bca26a49c86fdd3639301ca838d6d07b5ded9ee29f2d11df,498,assigned,
privacy-legal/skills/use-case-triage/SKILL.md,08fae2e40c214393c89a46b289fba3f357ff9923ac78c9b60ddeeade21b6c80e,295,assigned,
product-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
product-legal/CLAUDE.md,0dd097161bc8fb2e4eb75e0aaa6c255f80369aca79c7a5bb63f527a54627a111,397,assigned,
product-legal/README.md,3420c70af03ac248310626528f9ec507251df1a5748b264db43fe25153cd1755,105,assigned,
product-legal/skills/marketing-claims-review/SKILL.md,1f6b91999fdcd783e2630281a6887b48635b7fa7894472d0ef0508c70f29590a,220,assigned,
regulatory-legal/.claude-plugin/plugin.json,88e3471c70fb453d2ae4390e5142cca6ffff0d82201473a0545d56b114896780,8,assigned,
