path,sha256,text,lines,bytes,extension,status,reviewer,notes
commercial-legal/skills/escalation-flagger/SKILL.md,fcbd79d70f251ccf33a87865728039da6af7547cd11d0a00766e472b68051a62,True,159,8879,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/matter-workspace/SKILL.md,643ed3c703c890aa4b7bedb38ed4741c0e4795283e52ef93cb6a833b6a627180,True,184,9997,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/nda-review/SKILL.md,8a29e3eac8fcbc312f888d07043e12e5a117c295711cb774f8bf2575ec47b588,True,312,20600,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/renewal-tracker/references/renewal-register.yaml,53cc5a4f78df8d5de47fc9d7709963e73925709295ddd588f3890ef4e683baee,True,25,841,.yaml,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/renewal-tracker/SKILL.md,22296ce0f98cc02d02040bf6c0a638d557485f8d3a363540e9e63c025915eeae,True,199,12803,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/review/SKILL.md,b37dd58a5e782eca1e7bb9663d92a5cdf51584f0fec419512814c866d5688117,True,110,5571,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/review-proposals/SKILL.md,771fa7fa4e7cfa3e2174ed9b46b74325142c86ab509b6ec90534379769969c98,True,39,1681,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/saas-msa-review/SKILL.md,28b2adfda975f04ea81a9eff64b27c98728efe648d2bbcbf525832b365ef2997,True,245,21542,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/stakeholder-summary/SKILL.md,b2f09d9640644f35d72de7d65b97428fb8c6c42370dd1b6333340905551ba941,True,192,13372,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
commercial-legal/skills/vendor-agreement-review/SKILL.md,e7b1e407918289eecebbe413ae353819fcada1508e08f46069d8db204495a854,True,343,24176,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
CONNECTORS.md,ab5787080c45643451968ee0c9917945449db20d091b04ba77463cf745b4be92,True,66,4543,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
CONTRIBUTING.md,61f3d17b921e469c0461dc691a1bdf42a4dcc9453469c969e50bd5c1339dcc6b,True,82,4575,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/.claude-plugin/plugin.json,8dbd6503314e9dd27766063c7306bb28bdf9dbec8b00da6ff27af85e6d26713c,True,8,344,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,True,1,11,,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/.mcp.json,04ac10f71f3844037b1b385fcb8aaaa91fa0fcfc6040b91452c6ecd117dba653,True,55,1993,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/agents/dataroom-watcher.md,e7cea37f4d0bcfc9669a509da7a0116a1e26f9b6c98ab8a8d35557d7b571df37,True,54,2166,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/CLAUDE.md,c0bc5b9e1703eac34ae3fa7a21880dc698c0874b331830a5e0d10b27e3b55906,True,478,45142,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,True,3,21,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/README.md,436874a42da4a26c314ad6e7150b4d08784c09e7ddf6fcace5f30afd13ed20ce,True,99,7147,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/ai-tool-handoff/SKILL.md,c49fd0111bbbc5e036a5735a5b1ac45ed4a0a32e78312e4a41afac6581d8c815,True,133,7097,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/board-minutes/SKILL.md,90f958039d50d663ee95b8f13f11081d3d937c53b05a9921d592d79a3191c4ab,True,248,13306,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/closing-checklist/SKILL.md,d93ad79459ded4bc324816b786d882ae304c72836981d4622e73423ea8d5021d,True,207,11934,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/cold-start-interview/SKILL.md,4de0d42fe37757ad984cc3c9017ae4d31f76a360862c0398d0e1732df4aa9380,True,500,42229,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/customize/SKILL.md,127fd7ec3b86072fc21c233ab25a2e99d244f475b89c74ae6127ec74c96c1f3e,True,102,4839,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/deal-team-summary/SKILL.md,c730ca19b569ebb7bdad9d8936c5f79ee36fc05263dbb0711bce40a7e4c78147,True,126,5223,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/diligence-issue-extraction/SKILL.md,77c4551b77d512812bc6465d798d0bf9dbcffe10389aeba06803c6d196df4a79,True,189,13437,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/entity-compliance/SKILL.md,bd039cbffcd4625d942dbacb35eb18d337b4418bceaba3f9674f9f6b3c97cd12,True,459,22044,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/integration-management/SKILL.md,181bbff55e5024596b25f2f49fb92191ecbff7013acc094f89a7343107d2bb62,True,553,23937,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/material-contract-schedule/SKILL.md,e24ad49592e2acbd7e916f1659fcf137d772914385a363ebc325c1b7affe533b,True,148,6725,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/matter-workspace/SKILL.md,8aa41594e95fdbff8fc31bf424513b93a685fe5b30e7a98f0bb7aaa610a0fb7f,True,185,10066,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/tabular-review/references/excel-output.md,f0cb8a224671a61da08f4b5a82c563359cfcf220b1e42707471607f7d0a0caae,True,59,3285,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/tabular-review/references/gsheets-output.md,301ede954f7e2715cdc0f1a9248c4f16c8ebc3bd652a73ec3e75131f213aecf8,True,67,4915,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/tabular-review/references/ma-diligence-columns.md,c991976901199e8f9d0d4e903f3bed7e25142af72089bef9ead0468faecb0cfc,True,137,5810,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/tabular-review/SKILL.md,1f0ae9734ce983cc37451c31fa7b2272869a00cf4687965d38678d6f7f91de9c,True,235,17637,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
corporate-legal/skills/written-consent/SKILL.md,dafbb6242bb3ff9b21603084a8cc4c8f5656a72ff60725f467a8ae013946a064,True,323,20877,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/.claude-plugin/plugin.json,2b5da6141b9905b255fb812772124cb3b2da904a438518f47ebab9c4e609dcd6,True,8,392,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,True,1,11,,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/.mcp.json,fd3210891f737cd80e501ba123df2f2c8508c15b28c20df51c1b017ad046b50c,True,22,552,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/agents/leave-tracker.md,5292853ab091a951dda32f3751886d956348d3bf1ab97a2fda9722388979f8e7,True,286,12818,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/CLAUDE.md,72f101c12d47216d45e5fc5fd7809016185d606063fa6b80c80f219941c4bd92,True,399,40270,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/data/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,0,0,,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,True,3,21,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/README.md,c30cc33e950e3c280b6878e17a39cfc45304619845a6a225834e713de075d022,True,71,5835,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/cold-start-interview/SKILL.md,c110ad3c0b2c87b8a089e13befc16ad371493654af020f836bbf08ed28db5207,True,324,32471,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/customize/SKILL.md,8a0541ea33976e0c0c244b19e18abe630f47c9758d52c34ccdc20a8f1ba46a5b,True,104,4987,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/expansion-kickoff/SKILL.md,56db88ec93420e6a2b123d606c2389d5a006b1325d2baa5267d4d08cb012d541,True,41,1674,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/expansion-update/SKILL.md,058b56fa4c44d922af9ae40d686521d9efca03d5517076dcf472f8c3beebb34a,True,74,2487,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/handbook-updates/SKILL.md,940205a727c2c761e34944434a34f38fff779fc52b697908fafeade6fc309f0e,True,107,3788,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/hiring-review/SKILL.md,bd2e77f630d48ab546c52266907a85144d7fbc45d7383c5cc44cebd8f271520b,True,213,13574,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/internal-investigation/SKILL.md,becca82866db55981f67b48789abb3666d2d752ce35dd3bc1ec00d77c4ef28d0,True,765,28704,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/international-expansion/SKILL.md,011ad3105901b7ca432513187207faf425fda23297e06a056648fea0eeb03051,True,361,16041,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/investigation-add/SKILL.md,5434daa5d634d5aeea8aeaa7a861674b57bcc2963f5a1d48784bd4bd1b662a6f,True,39,1398,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/investigation-memo/SKILL.md,2ac46e5d1c0bbc5fbec9e5e1083afa3dce9331e9d51db07e3ac2d8935f18c6c6,True,36,1192,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/investigation-open/SKILL.md,b1da7ed6496cfbda04da10b8e5bb6a6232c700c1cc32ebb8332995644183971f,True,36,1195,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/investigation-query/SKILL.md,75a45f1cf1830c4a2a8b13205cfb2ca81cbaeb642f95650e5eb0f857a2ec00c0,True,44,1453,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/investigation-summary/SKILL.md,fcb47ec38cadedeeb8bc5da63460ef783893e25c2ffbc007adb6888856fae3e2,True,40,1345,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/leave-tracker/SKILL.md,7b3b42f3296a2d54f3f3ad3609c77c28bd1f686c2fba5a4238b4c124a71f4c76,True,36,1310,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/log-leave/SKILL.md,d6fc802b35086c66c210a035b6714d64a9ae40344d5fe36c1889937cd82960ac,True,59,2590,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/matter-workspace/SKILL.md,7039db3631566c6cbf28257040bbff4a8e5b09642c4a218a2b3b5db099dd5ae8,True,187,10101,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/policy-drafting/SKILL.md,ab1b53f2de6faccbc92144d3f226d0ba495d2694d52246ed7084cdddf30a5d80,True,131,5647,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/termination-review/SKILL.md,4a0ddb50788d310a1094d458395af79f0f1e641e04511b95fbc6d52a77ca92e7,True,283,17000,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/wage-hour-qa/SKILL.md,e7b45cdc43341fe84ea6bd251c5d916db054187d23b22f3f8adf2bac1adeae1b,True,214,13594,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
employment-legal/skills/worker-classification/SKILL.md,2a19702c8408f7045e3a93d33959130325056b1cbb19132c331fa80599efc371,True,399,22634,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
external_plugins/cocounsel-legal/.claude-plugin/plugin.json,c65a91c8b5643cf74204531f24f17ea85e61e40457ee6e3efdbf940f10e300e2,True,9,309,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
external_plugins/cocounsel-legal/.mcp.json,734ac7d25c35973548158c10b69e26da36b21e5fced5e2328e08526ea8c9d88a,True,11,227,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
external_plugins/cocounsel-legal/README.md,c25fbc910783cbaa17c007ae2da144372532aa63514a2d725cfd0e2980869df7,True,46,3181,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
external_plugins/cocounsel-legal/skills/deep-research/SKILL.md,3c171f74dbeb2f3c75d81828be3dbabf1adee87564fd44a28cdb4c9531d83ff1,True,132,7828,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/.claude-plugin/plugin.json,bcb84f952f1a99ad8bb1fce55c8da27ab424cb6e774cd38e3cdab90a8537b2b2,True,8,424,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,True,1,11,,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/.mcp.json,f3c84ce90b3a7c0c9528d37cc3ea5b3ef30d7072e29e178d84799d0da92e96c0,True,42,1518,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/agents/ip-renewal-watcher.md,d9123cc0dfd09960fcade2f0bb12f03b35841252c8bc31d8ce1c25ab4d2a28d9,True,114,4808,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/CLAUDE.md,61293011e629fb96376aeb0400ab1b82d123d791d366439600db9289be49c3ed,True,395,42339,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,True,3,21,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/logs/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,0,0,,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/README.md,8f5e920c002b10b7bc0f97163952ebc5ecf8203ec7f4d1d20dbb8bc4edc22b74,True,169,11872,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/cease-desist/SKILL.md,0a0f8c6aaa9eb84561eb96a428d8135f217d37487430f4b759467093e490e892,True,501,38657,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/clearance/SKILL.md,5bf16cb5a902361a24147ac2817c3386a84029730c098966b2e6db0559fae989,True,497,27758,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/cold-start-interview/SKILL.md,7eab7537f22be71d8f44d0656887af2f72dbee15052b2c39b051b68aa13c1bab,True,479,42954,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/customize/SKILL.md,bf15b9f0a88f36b747741f6c05fb59b0bc4a49eda918529338b464d7aa0a9aa6,True,103,4867,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/fto-triage/SKILL.md,53729bb9c7429fa5125a3247eefc54bebd35bc5b0716f70491d8c71c9b19a01d,True,537,26362,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/infringement-triage/SKILL.md,aa6bba134df1cf67ad1a01ef1ee633bf29fd9a4eb92a70f3fd4554e3afd4d4b9,True,628,30078,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/invention-intake/SKILL.md,b48ff8cecacbcbad4d781fe6d64815be6d01fe54a463a7beac9faf2239337e1f,True,472,23204,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/ip-clause-review/SKILL.md,c483437c4eddc2b222c7fb879ed63c71919b39d3dee4f8b5dd54b2e26827924b,True,286,20131,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/matter-workspace/SKILL.md,63389c40bc845994a4c21c4daa56add85ca5b431b9470513f1735792d22ca8f1,True,184,10202,.md,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/oss-review/SKILL.md,44cd22a7e32c126235152f7a98d2859120f9b151ddb4846e8f5f704366a715e4,True,283,20269,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/portfolio/SKILL.md,980a9861ca181cca2a0d77f90d3c60d7d30726541fb985442cc67600741643a2,True,539,21999,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
ip-legal/skills/takedown/SKILL.md,5a9430fe5a4e51052f54a577637bc800d0d5727cc806a4cec0e14807a8d2b563,True,447,32402,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
law-student/.claude-plugin/plugin.json,44fa4c7bcdbb9fd8c04829bafd38a4adfe86c4fbc371ecc5d9fa1d72cad8bb76,True,8,315,.json,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
law-student/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,True,1,11,,reviewed,semantic_coverage_a,receipt=results/semantic-coverage-receipt.jsonl
law-student/.mcp.json,06d49353dd6f79c7c6b1d088c995711e4bbd7b54e2a282711c9716c4eebcf03a,True,34,1177,.json,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
law-student/CLAUDE.md,fc9eec756f864e51356e7e6803124873ba8e3f369ffa5ec2c85d7fb14c7c72a8,True,341,35653,.md,reviewed,semantic_coverage_b,receipt=results/semantic-coverage-receipt.jsonl
